month,measure,state,sector,value
7/1/2010,million kilowatthours,Hawaii,other,NA
8/1/2010,million kilowatthours,Connecticut,residential,1327
8/1/2010,million kilowatthours,Connecticut,commercial,1296
8/1/2010,million kilowatthours,Connecticut,industrial,373
8/1/2010,million kilowatthours,Connecticut,transportation,15
8/1/2010,million kilowatthours,Connecticut,other,NA
8/1/2010,million kilowatthours,Maine,residential,396
8/1/2010,million kilowatthours,Maine,commercial,379
8/1/2010,million kilowatthours,Maine,industrial,280
8/1/2010,million kilowatthours,Maine,transportation,0
8/1/2010,million kilowatthours,Maine,other,NA
8/1/2010,million kilowatthours,Massachusetts,residential,2101
8/1/2010,million kilowatthours,Massachusetts,commercial,1668
8/1/2010,million kilowatthours,Massachusetts,industrial,1497
8/1/2010,million kilowatthours,Massachusetts,transportation,29
8/1/2010,million kilowatthours,Massachusetts,other,NA
8/1/2010,million kilowatthours,New Hampshire,residential,437
8/1/2010,million kilowatthours,New Hampshire,commercial,420
8/1/2010,million kilowatthours,New Hampshire,industrial,178
8/1/2010,million kilowatthours,New Hampshire,transportation,0
8/1/2010,million kilowatthours,New Hampshire,other,NA
8/1/2010,million kilowatthours,Rhode Island,residential,310
8/1/2010,million kilowatthours,Rhode Island,commercial,331
8/1/2010,million kilowatthours,Rhode Island,industrial,83
8/1/2010,million kilowatthours,Rhode Island,transportation,2
8/1/2010,million kilowatthours,Rhode Island,other,NA
8/1/2010,million kilowatthours,Vermont,residential,186
8/1/2010,million kilowatthours,Vermont,commercial,187
8/1/2010,million kilowatthours,Vermont,industrial,127
8/1/2010,million kilowatthours,Vermont,transportation,0
8/1/2010,million kilowatthours,Vermont,other,NA
8/1/2010,million kilowatthours,New Jersey,residential,3502
8/1/2010,million kilowatthours,New Jersey,commercial,3864
8/1/2010,million kilowatthours,New Jersey,industrial,738
8/1/2010,million kilowatthours,New Jersey,transportation,26
8/1/2010,million kilowatthours,New Jersey,other,NA
8/1/2010,million kilowatthours,New York,residential,5582
8/1/2010,million kilowatthours,New York,commercial,7503
8/1/2010,million kilowatthours,New York,industrial,1257
8/1/2010,million kilowatthours,New York,transportation,232
8/1/2010,million kilowatthours,New York,other,NA
8/1/2010,million kilowatthours,Pennsylvania,residential,5295
8/1/2010,million kilowatthours,Pennsylvania,commercial,4295
8/1/2010,million kilowatthours,Pennsylvania,industrial,3948
8/1/2010,million kilowatthours,Pennsylvania,transportation,71
8/1/2010,million kilowatthours,Pennsylvania,other,NA
8/1/2010,million kilowatthours,Illinois,residential,5696
8/1/2010,million kilowatthours,Illinois,commercial,5167
8/1/2010,million kilowatthours,Illinois,industrial,4072
8/1/2010,million kilowatthours,Illinois,transportation,36
8/1/2010,million kilowatthours,Illinois,other,NA
8/1/2010,million kilowatthours,Indiana,residential,3754
8/1/2010,million kilowatthours,Indiana,commercial,2416
8/1/2010,million kilowatthours,Indiana,industrial,4066
8/1/2010,million kilowatthours,Indiana,transportation,2
8/1/2010,million kilowatthours,Indiana,other,NA
8/1/2010,million kilowatthours,Michigan,residential,3865
8/1/2010,million kilowatthours,Michigan,commercial,3699
8/1/2010,million kilowatthours,Michigan,industrial,2748
8/1/2010,million kilowatthours,Michigan,transportation,0
8/1/2010,million kilowatthours,Michigan,other,NA
8/1/2010,million kilowatthours,Ohio,residential,5719
8/1/2010,million kilowatthours,Ohio,commercial,4416
8/1/2010,million kilowatthours,Ohio,industrial,4797
8/1/2010,million kilowatthours,Ohio,transportation,2
8/1/2010,million kilowatthours,Ohio,other,NA
8/1/2010,million kilowatthours,Wisconsin,residential,2315
8/1/2010,million kilowatthours,Wisconsin,commercial,2229
8/1/2010,million kilowatthours,Wisconsin,industrial,2173
8/1/2010,million kilowatthours,Wisconsin,transportation,0
8/1/2010,million kilowatthours,Wisconsin,other,NA
8/1/2010,million kilowatthours,Iowa,residential,1513
8/1/2010,million kilowatthours,Iowa,commercial,1153
8/1/2010,million kilowatthours,Iowa,industrial,1747
8/1/2010,million kilowatthours,Iowa,transportation,0
8/1/2010,million kilowatthours,Iowa,other,NA
8/1/2010,million kilowatthours,Kansas,residential,1811
8/1/2010,million kilowatthours,Kansas,commercial,1574
8/1/2010,million kilowatthours,Kansas,industrial,989
8/1/2010,million kilowatthours,Kansas,transportation,0
8/1/2010,million kilowatthours,Kansas,other,NA
8/1/2010,million kilowatthours,Minnesota,residential,2268
8/1/2010,million kilowatthours,Minnesota,commercial,2176
8/1/2010,million kilowatthours,Minnesota,industrial,2128
8/1/2010,million kilowatthours,Minnesota,transportation,2
8/1/2010,million kilowatthours,Minnesota,other,NA
8/1/2010,million kilowatthours,Missouri,residential,4206
8/1/2010,million kilowatthours,Missouri,commercial,3123
8/1/2010,million kilowatthours,Missouri,industrial,1510
8/1/2010,million kilowatthours,Missouri,transportation,2
8/1/2010,million kilowatthours,Missouri,other,NA
8/1/2010,million kilowatthours,Nebraska,residential,1084
8/1/2010,million kilowatthours,Nebraska,commercial,922
8/1/2010,million kilowatthours,Nebraska,industrial,1034
8/1/2010,million kilowatthours,Nebraska,transportation,0
8/1/2010,million kilowatthours,Nebraska,other,NA
8/1/2010,million kilowatthours,North Dakota,residential,326
8/1/2010,million kilowatthours,North Dakota,commercial,409
8/1/2010,million kilowatthours,North Dakota,industrial,344
8/1/2010,million kilowatthours,North Dakota,transportation,0
8/1/2010,million kilowatthours,North Dakota,other,NA
8/1/2010,million kilowatthours,South Dakota,residential,412
8/1/2010,million kilowatthours,South Dakota,commercial,400
8/1/2010,million kilowatthours,South Dakota,industrial,210
8/1/2010,million kilowatthours,South Dakota,transportation,0
8/1/2010,million kilowatthours,South Dakota,other,NA
8/1/2010,million kilowatthours,Delaware,residential,519
8/1/2010,million kilowatthours,Delaware,commercial,416
8/1/2010,million kilowatthours,Delaware,industrial,229
8/1/2010,million kilowatthours,Delaware,transportation,0
8/1/2010,million kilowatthours,Delaware,other,NA
8/1/2010,million kilowatthours,District Of Columbia,residential,237
8/1/2010,million kilowatthours,District Of Columbia,commercial,883
8/1/2010,million kilowatthours,District Of Columbia,industrial,18
8/1/2010,million kilowatthours,District Of Columbia,transportation,29
8/1/2010,million kilowatthours,District Of Columbia,other,NA
8/1/2010,million kilowatthours,Florida,residential,12969
8/1/2010,million kilowatthours,Florida,commercial,8793
8/1/2010,million kilowatthours,Florida,industrial,1524
8/1/2010,million kilowatthours,Florida,transportation,7
8/1/2010,million kilowatthours,Florida,other,NA
8/1/2010,million kilowatthours,Georgia,residential,6931
8/1/2010,million kilowatthours,Georgia,commercial,4749
8/1/2010,million kilowatthours,Georgia,industrial,2871
8/1/2010,million kilowatthours,Georgia,transportation,15
8/1/2010,million kilowatthours,Georgia,other,NA
8/1/2010,million kilowatthours,Maryland,residential,2888
8/1/2010,million kilowatthours,Maryland,commercial,2966
8/1/2010,million kilowatthours,Maryland,industrial,453
8/1/2010,million kilowatthours,Maryland,transportation,45
8/1/2010,million kilowatthours,Maryland,other,NA
8/1/2010,million kilowatthours,North Carolina,residential,6381
8/1/2010,million kilowatthours,North Carolina,commercial,4696
8/1/2010,million kilowatthours,North Carolina,industrial,2531
8/1/2010,million kilowatthours,North Carolina,transportation,1
8/1/2010,million kilowatthours,North Carolina,other,NA
8/1/2010,million kilowatthours,South Carolina,residential,3487
8/1/2010,million kilowatthours,South Carolina,commercial,2239
8/1/2010,million kilowatthours,South Carolina,industrial,2524
8/1/2010,million kilowatthours,South Carolina,transportation,0
8/1/2010,million kilowatthours,South Carolina,other,NA
8/1/2010,million kilowatthours,Virginia,residential,4702
8/1/2010,million kilowatthours,Virginia,commercial,4419
8/1/2010,million kilowatthours,Virginia,industrial,1562
8/1/2010,million kilowatthours,Virginia,transportation,17
8/1/2010,million kilowatthours,Virginia,other,NA
8/1/2010,million kilowatthours,West Virginia,residential,1067
8/1/2010,million kilowatthours,West Virginia,commercial,740
8/1/2010,million kilowatthours,West Virginia,industrial,1002
8/1/2010,million kilowatthours,West Virginia,transportation,0
8/1/2010,million kilowatthours,West Virginia,other,NA
8/1/2010,million kilowatthours,Alabama,residential,3929
8/1/2010,million kilowatthours,Alabama,commercial,2358
8/1/2010,million kilowatthours,Alabama,industrial,2867
8/1/2010,million kilowatthours,Alabama,transportation,0
8/1/2010,million kilowatthours,Alabama,other,NA
8/1/2010,million kilowatthours,Kentucky,residential,3001
8/1/2010,million kilowatthours,Kentucky,commercial,1901
8/1/2010,million kilowatthours,Kentucky,industrial,3362
8/1/2010,million kilowatthours,Kentucky,transportation,0
8/1/2010,million kilowatthours,Kentucky,other,NA
8/1/2010,million kilowatthours,Mississippi,residential,2245
8/1/2010,million kilowatthours,Mississippi,commercial,1411
8/1/2010,million kilowatthours,Mississippi,industrial,1402
8/1/2010,million kilowatthours,Mississippi,transportation,0
8/1/2010,million kilowatthours,Mississippi,other,NA
8/1/2010,million kilowatthours,Tennessee,residential,4897
8/1/2010,million kilowatthours,Tennessee,commercial,3002
8/1/2010,million kilowatthours,Tennessee,industrial,2606
8/1/2010,million kilowatthours,Tennessee,transportation,0
8/1/2010,million kilowatthours,Tennessee,other,NA
8/1/2010,million kilowatthours,Arkansas,residential,2227
8/1/2010,million kilowatthours,Arkansas,commercial,1293
8/1/2010,million kilowatthours,Arkansas,industrial,1581
8/1/2010,million kilowatthours,Arkansas,transportation,0
8/1/2010,million kilowatthours,Arkansas,other,NA
8/1/2010,million kilowatthours,Louisiana,residential,3696
8/1/2010,million kilowatthours,Louisiana,commercial,2408
8/1/2010,million kilowatthours,Louisiana,industrial,2401
8/1/2010,million kilowatthours,Louisiana,transportation,1
8/1/2010,million kilowatthours,Louisiana,other,NA
8/1/2010,million kilowatthours,Oklahoma,residential,3053
8/1/2010,million kilowatthours,Oklahoma,commercial,2051
8/1/2010,million kilowatthours,Oklahoma,industrial,1333
8/1/2010,million kilowatthours,Oklahoma,transportation,0
8/1/2010,million kilowatthours,Oklahoma,other,NA
8/1/2010,million kilowatthours,Texas,residential,16560
8/1/2010,million kilowatthours,Texas,commercial,12576
8/1/2010,million kilowatthours,Texas,industrial,9589
8/1/2010,million kilowatthours,Texas,transportation,7
8/1/2010,million kilowatthours,Texas,other,NA
8/1/2010,million kilowatthours,Arizona,residential,4123
8/1/2010,million kilowatthours,Arizona,commercial,2934
8/1/2010,million kilowatthours,Arizona,industrial,1034
8/1/2010,million kilowatthours,Arizona,transportation,0
8/1/2010,million kilowatthours,Arizona,other,NA
8/1/2010,million kilowatthours,Colorado,residential,1776
8/1/2010,million kilowatthours,Colorado,commercial,1829
8/1/2010,million kilowatthours,Colorado,industrial,1415
8/1/2010,million kilowatthours,Colorado,transportation,4
8/1/2010,million kilowatthours,Colorado,other,NA
8/1/2010,million kilowatthours,Idaho,residential,629
8/1/2010,million kilowatthours,Idaho,commercial,513
8/1/2010,million kilowatthours,Idaho,industrial,1116
8/1/2010,million kilowatthours,Idaho,transportation,0
8/1/2010,million kilowatthours,Idaho,other,NA
8/1/2010,million kilowatthours,Montana,residential,365
8/1/2010,million kilowatthours,Montana,commercial,423
8/1/2010,million kilowatthours,Montana,industrial,389
8/1/2010,million kilowatthours,Montana,transportation,0
8/1/2010,million kilowatthours,Montana,other,NA
8/1/2010,million kilowatthours,Nevada,residential,1671
8/1/2010,million kilowatthours,Nevada,commercial,907
8/1/2010,million kilowatthours,Nevada,industrial,1188
8/1/2010,million kilowatthours,Nevada,transportation,1
8/1/2010,million kilowatthours,Nevada,other,NA
8/1/2010,million kilowatthours,New Mexico,residential,682
8/1/2010,million kilowatthours,New Mexico,commercial,867
8/1/2010,million kilowatthours,New Mexico,industrial,611
8/1/2010,million kilowatthours,New Mexico,transportation,0
8/1/2010,million kilowatthours,New Mexico,other,NA
8/1/2010,million kilowatthours,Utah,residential,986
8/1/2010,million kilowatthours,Utah,commercial,932
8/1/2010,million kilowatthours,Utah,industrial,780
8/1/2010,million kilowatthours,Utah,transportation,3
8/1/2010,million kilowatthours,Utah,other,NA
8/1/2010,million kilowatthours,Wyoming,residential,188
8/1/2010,million kilowatthours,Wyoming,commercial,353
8/1/2010,million kilowatthours,Wyoming,industrial,842
8/1/2010,million kilowatthours,Wyoming,transportation,0
8/1/2010,million kilowatthours,Wyoming,other,NA
8/1/2010,million kilowatthours,California,residential,8475
8/1/2010,million kilowatthours,California,commercial,11473
8/1/2010,million kilowatthours,California,industrial,4514
8/1/2010,million kilowatthours,California,transportation,71
8/1/2010,million kilowatthours,California,other,NA
8/1/2010,million kilowatthours,Oregon,residential,1404
8/1/2010,million kilowatthours,Oregon,commercial,1403
8/1/2010,million kilowatthours,Oregon,industrial,1099
8/1/2010,million kilowatthours,Oregon,transportation,2
8/1/2010,million kilowatthours,Oregon,other,NA
8/1/2010,million kilowatthours,Washington,residential,2444
8/1/2010,million kilowatthours,Washington,commercial,2470
8/1/2010,million kilowatthours,Washington,industrial,2340
8/1/2010,million kilowatthours,Washington,transportation,1
8/1/2010,million kilowatthours,Washington,other,NA
8/1/2010,million kilowatthours,Alaska,residential,153
8/1/2010,million kilowatthours,Alaska,commercial,233
8/1/2010,million kilowatthours,Alaska,industrial,116
8/1/2010,million kilowatthours,Alaska,transportation,0
8/1/2010,million kilowatthours,Alaska,other,NA
8/1/2010,million kilowatthours,Hawaii,residential,261
8/1/2010,million kilowatthours,Hawaii,commercial,302
8/1/2010,million kilowatthours,Hawaii,industrial,327
8/1/2010,million kilowatthours,Hawaii,transportation,0
8/1/2010,million kilowatthours,Hawaii,other,NA
9/1/2010,million kilowatthours,Connecticut,residential,1110
9/1/2010,million kilowatthours,Connecticut,commercial,1208
9/1/2010,million kilowatthours,Connecticut,industrial,350
9/1/2010,million kilowatthours,Connecticut,transportation,18
9/1/2010,million kilowatthours,Connecticut,other,NA
9/1/2010,million kilowatthours,Maine,residential,341
9/1/2010,million kilowatthours,Maine,commercial,354
9/1/2010,million kilowatthours,Maine,industrial,278
9/1/2010,million kilowatthours,Maine,transportation,0
9/1/2010,million kilowatthours,Maine,other,NA
9/1/2010,million kilowatthours,Massachusetts,residential,1839
9/1/2010,million kilowatthours,Massachusetts,commercial,1591
